Q4687007	ÉACÉES [sé], fêtes que l'on célébrait dans l'île d'Egine, en l'honneur d'Eaque, fils de Jupiter.
Q441714	EUDES (Jean), prêtre français (1601-1680), fondateur de la congrégation des Eudistes. Il était frère de l'historien Mézeray.
Q915642	EUDISTES (congrégation des) ou congrégation de Jésus et Marie, instituée à Caen, par Jean Eudes (1643). Supprimé en 1792, elle a été reconstituée en 1826.
Q229307	EUDOCIE (Athénaïs), impératrice d'Orient, née à Athènes vers 401, femme de Théodose II ; m. en 460.
Q107264874	Eudore, un des principaux personnages des Martyrs, de Chateaubriand, l'époux de Cymodocée ; tous deux furent livrés aux bêtes, dans le cirque de Rome, le jour même de leur mariage. Eudore, converti au christianisme après une jeunesse orageuse, figure poétiquement l'homme qui passe des folies du paganisme aux souffrances du martyre.
Q185150	EUDOXE de Cnide, astronome grec à qui l'on attribue l'invention du cadran solaire horizontal (409-356 av. J.-C.).
Q673550	EUDOXE de Cyzique, navigateur grec, au service des souverains d'Alexandrie ; il atteignit l'Inde par la mer Rouge et entreprit le périple de l'Afrique (iie s. av. J.-C.).
Q232981	EUDOXIE, femme d'Arcadius, impératrice d'Orient, ambitieuse, énergique, qui trouva un redoutable adversaire dans le patriarche Jean Chrysostome ; m. en 404. — Eudoxie, fille de Théodose II et d'Eudocie Athénaïs, épouse de Valentinien III, empereur d'Occident.
Q313058	EUGÈNE, rhéteur gaulois, proclamé empereur en 392 ; mis à mort par ordre de Théodose en 394.
Q199498	EUGÈNE Ier (saint), pape de 654 à 657. Fête le 2 juin ; — Eugène II, pape de 824 à 827 ; — Eugène III, pape de 1145 à 1153 ; — Eugène IV, pape de 1431 à 1447.
Q152428	EUGÈNE DE SAVOIE, connu sous le nom de Prince Eugène, célèbre général des armées impériales, fils du comte de Soissons et d'Olympe Mancini, un des plus grands hommes de guerre de son temps ; vainqueur à Oudenarde et Malplaquet, mais défait à Denain par Villars (1663-1736).
Q949461	EUGÉNIE (sainte), martyre en 262. Fête le 11 septembre.
Q157130	EUGÉNIE-MARIE DE MONTIJO DE GUZMAN, femme de Napoléon III ; impératrice des Français de 1853 à 1870, née à Grenade en 1826.
Q1373644	Eugénie Grandet, roman de H. de Balzac, un des chefs-d'œuvre de cet auteur, qui a peint ici la vie d'un avare en traits saisissants (1833).
Q943972	Eugubines (tables), tables antiques de bronze trouvées, en 1444, à Gubbio, ville de l'Apennin, et contenant une inscription en langue ombrienne.
Q284323	EULALIE (sainte), vierge, martyrisée à l'âge de douze ans, vers 303. Son martyre a fait l'objet du Chant ou Cantilène d'Eulalie, le plus ancien poème en langue d'oïl que nous possédions. Fête le 10 déc.
Q7604	EULER [lèr] (Léonard), illustre mathématicien, né à Bâle. Il a enrichi de précieuses découvertes l'analyse mathématique pure, l'analyse appliquée à la géométrie, la mécanique rationnelle, etc. L'astronomie lui doit la théorie nouvelle de la Lune et des mémoires importants sur les inégalités des planètes. Il s'occupa aussi de physique, de chimie et de métaphysique. Devenu aveugle à soixante ans, il continua néanmoins ses recherches jusqu'à sa mort (1707-1783).
Q1333846	EUMÉE, fidèle serviteur et gardien des troupeaux d'Ulysse. Son nom, comme celui de Caleb, est resté le synonyme de serviteur dévoué, presque l'ami de son maître. C'est sous son toit que descendit Ulysse en abordant à Ithaque, et ce fut le fidèle Eumée qui l'aida à se défaire des prétendants de Pénélope (Myth.).
Q297366	EUMÈNE, un des lieutenants d'Alexandre, roi de Cappadoce et de Paphlagonie ; tué par ordre d'Antigone, son ennemi, en 317 av. J.-C.
Q314341	EUMÈNE Ier, roi de Pergame de 263 à 241 av. J.-C. ; — Eumène II, roi de Pergame de 197 à 159 av. J.-C., allié des Romains.
Q1373954	EUMÈNE, rhéteur latin, né à Autun (260-311).
Q1214842	EUMÉNIDES, nom sous lequel on désigne souvent les trois Furies.
Q1233164	Euménides (les), tragédie d'Eschyle, complétant les tragédies d'Agamemnon et des Choéphores, lesquelles forment avec les Euménides la grande trilogie de l'Orestie (458 av. J.-C.).
Q1125049	EUMOLPE, rhapsode de Thrace, fils de Neptune, fondateur des mystères d'Eleusis, premier prêtre de Cérès et de Bacchus. Ses descendants, les Eumolpides, furent toujours prêtres de Cérès à Eleusis (Myth.).
Q736357	EUNUS [nuss], esclave syrien, chef de la première guerre servile, tué en 133 av. J.-C.
Q33345	EUPATORIA, v. et port de Crimée ; 12.000 h. Les Français y débarquèrent en 1854, et occupèrent la ville pendant toute la guerre de Crimée.
Q602860	Eupatrides, descendants des grandes familles éoliennes refoulées par l'invasion des Héraclides dans l'Attique, où elles formèrent une oligarchie longtemps puissante.
Q56311286	EUPHRASIE (sainte), religieuse qui vécut trente-huit ans dans un monastère d'hommes sous des habits de moine. Fête le 11 février.
Q34589	EUPHRATE, fleuve de la Turquie d'Asie, qui prend sa source dans les montagnes d'Arménie et se réunit au Tigre pour former le Chatt-el-Arab. Babylone, autrefois capit. de la Chaldée, était bâtie sur l'Euphrate ; 2.165 kil.
Q741024	EUPHRONE ou EUPHRONIUS (saint), évêque de Tours ; m. en 563. Fête le 4 août.
Q689422	EUPHROSYNE, une des trois Grâces.
Q459517	EUPOLIS [liss], poète athénien, rival d'Aristophane (446-411 av. J.-C.).
Q23798	EURE, riv. de France. Elle prend sa source dans le Perche, serpente en Beauce, arrose Chartres, Louviers, et se jette dans la Seine (r. g.), près de Pont-de-l'Arche ; 225 kil.
Q3372	EURE, dép. formé d'une partie de la Normandie ; préf. Evreux ; sous-préf. Les Andelys, Bernay, Louviers, Pont-Audemer ; 5 arr., 36 cantons, 700 comm., 335.000 h. 3e région militaire ; cour d'appel de Rouen, évêché à Evreux. Ce département doit son nom à l'Eure, qui l'arrose.
Q3377	EURE-ET-LOIR, dép. formé de parties de l'Orléanais, de la Normandie et de l'Ile-de-France ; préf. Chartres ; sous-préf. Châteaudun, Dreux, Nogent-le-Rotrou ; 4 arr., 24 cant., 426 comm., 276.000 h. 4e région militaire ; cour d'appel de Paris, évêché à Chartres. Ce dép. doit son nom à l'Eure et au Loir qui l'arrosent.
Q1137741	EURIPE, petite passe entre l'île d'Eubée et la Béotie. Une tradition rapporte qu'Aristote s'y serait noyé.
Q48305	EURIPIDE, le dernier en date des trois grands poètes tragiques de la Grèce, né à Salamine. On lui doit un grand nombre de pièces, parmi lesquelles il faut citer : Iphigénie à Aulis, Iphigénie en Tauride, Electre, Alceste, Hippolyte couronné, les Troyennes, etc. On lui a reproché la conduite irrégulière de son action dramatique et les longs discours de ses personnages, sans se souvenir de la passion des Grecs pour les luttes de la tribune. Mais tous s'accordent à reconnaître son habileté à peindre les passions, à faire parler à ses personnages le langage qui leur convient respectivement. L'harmonie, l'élégance et la facilité de son style feront toujours oublier ses inégalités, ses hardiesses, l'ordonnance souvent défectueuse de ses plans et l'abondance de ses tirades philosophiques. Racine l'a souvent imité (480-406 ou 405 av. J.-C.).
Q46	EUROPE, une des cinq parties du monde, la plus petite, mais la plus civilisée et la plus peuplée, relativement à son étendue. I. Géographie. L'Europe est comprise entre la mer Glaciale arctique au N., l'océan Atlantique à l'O., la Méditerranée et ses annexes, ainsi que le Caucase au S. ; la mer Caspienne, les monts Ourals, le fleuve Oural à l'E. Elle a une superficie de 10 millions de kilom. carr. et une population de 400 millions d'h. (Européens). L'Europe comprend au N. une région d'îles ou de péninsules accidentées se rapprochant des mers polaires (Iles Britanniques, Suède et Norvège, Finlande, etc.) ; puis au S. de la précédente, une zone de plaines qui occupent la France septentrionale, l'Allemagne, et qui atteignent en Russie leur plus grand développement. Ces plaines s'appuient, au S., sur un talus de soulèvements anciens de moyenne altitude (massif Central, Vosges, Ardennes, plateau Bohémien, etc.). Enfin, l'extrême midi de l'Europe est formé par de grandes péninsules qui viennent baigner dans la Méditerranée (Grèce, Italie, Espagne), et sont en général séparées du corps de l'Europe par de hautes chaînes de montagnes récemment soulevées (Pyrénées, Alpes, Balkans, etc.). L'Europe est presque tout entière comprise dans la zone tempérée ; les chaleurs et les froids n'y sont jamais excessifs. Bien arrosée par une infinité de cours d'eau, elle produit les végétaux les plus variés : on y cultive les céréales, la pomme de terre, le lin, le chanvre, la vigne, le houblon, le tabac, le riz, une foule d'arbres fruitiers, à côté desquels croissent un grand nombre d'arbres forestiers. On trouve en Europe tous les animaux domestiques. Les animaux sauvages qu'on y rencontre sont : l'ours, le loup, le renard, le sanglier, le cerf, le chamois, l'élan, le blaireau, la marmotte et quelques autres petits quadrupèdes. Les oiseaux y sont en grand nombre ; les deux plus grands sont l'aigle et le vautour. Comme minéraux, on trouve : la houille, le fer, le cuivre, l'étain, le plomb, le zinc, l'argent, l'or, le soufre, le marbre, etc. — Fleuves principaux : Volga, Oural, Danube, Dniéper, Dniester, Don, Rhin, Elbe, Vistule, Tage, Loire, Oder, Rhône, Guadiana, Seine, Douro, Garonne, Ebre, Pô, Guadalquivir, Tibre. — Lacs : Onéga, Ladoga, Peïpous, de Genève, de Neuchâtel, de Zurich, de Lucerne, de Constance, Majeur, de Côme, de Garde, de Pérouse, Balaton. — Montagnes principales : Ourals, Caucase, Balkans, Karpathes, Apennins, monts Ibériens, Scandinaves, de Bohême, Alpes, Pyrénées. L'Europe comprend les républiques de France, de Suisse, d'Andorre et de Saint-Marin ; les empires d'Autriche-Hongrie, de Russie, de Turquie ou empire Ottoman, d'Allemagne ; les royaumes de Grande-Bretagne, d'Italie, d'Espagne, de Suède et Norvège, de Belgique, de Hollande, de Danemark, de Portugal, de Grèce, de Roumanie, de Serbie, les principautés de Monaco, de Lichtenstein, de Monténégro ; le grand-duché de Luxembourg, etc. II. Histoire, Jusqu'au seuil même des temps modernes, les relations entre les Etats de l'Europe furent gouvernées par le principe du plus complet isolement et par le triomphe de la force brutale. La domination de la Grèce fut purement intellectuelle et morale ; celle de Rome, bien que territoriale, n'engendra aucun rapport de droit international, puisque tous les peuples qu'elle ne soumit pas furent pour elle des barbares, non des collectivités avec lesquelles on traite d'égal à égal. Au moyen âge, le christianisme triompha en s'incarnant dans la papauté, laquelle confia à Charlemagne la mission de constituer un empire pour le gouverner selon la foi. En 800, Charlemagne fut en effet proclamé empereur d'Occident ; mais, dès la décomposition de l'empire carolingien, l'Europe de l'Ouest commença à se diviser en groupes territoriaux un moment unis dans l'Eglise au temps des Croisades. Dès le xive siècle, les rois s'étaient soustraits à l'influence absorbante de la papauté : ils prétendirent désormais tenir leur pouvoir directement de Dieu lui-même. Charles-Quint et Philippe II ayant rêvé la formation d'une monarchie universelle, les autres souverains s'unirent pour la défense de l'équilibre européen, et, après la guerre de Trente ans, le congrès de Westphalie consacra l'abaissement de la maison d'Autriche et posa comme principe fondamental l'indépendance respective des Etats. En dépit de cette déclaration, la période qui s'écoule de 1648 à la Révolution est remplie par les rivalités incessantes des maisons souveraines groupées tour à tour suivant tel ou tel système d'alliance. Lorsque l'Assemblée constituante eut proclamé la souveraineté des peuples, les rois s'unirent autant pour combattre l'esprit nouveau que pour saisir l'occasion de se ruer sur la France et de la démembrer. Les armées de la Révolution ayant été victorieuses, les monarchies européennes reconnurent la République, mais la coalition, en exaspérant les révolutionnaires, avait produit la Terreur, qui à son tour avait produit la réaction : celle-ci prit fatalement la forme du despotisme militaire, la Révolution étant devenue conquérante. Les traités de 1815 prétendirent effacer toute trace de l'Empire, qui s'était, pour la monarchie, confondu avec la Révolution et l'avait continuée sous un autre nom. Mais les peuples, sacrifiés par les plénipotentiaires de Vienne, ayant appris de la France nouvelle la notion de leur indépendance, protestèrent soit par l'opposition à l'intérieur, soit par des révolutions comme celles de 1830 et de 1848, soit par des soulèvements comme celui de la Grèce et des diverses nations placées sous la domination ottomane. Le principe des nationalités reçut sa consécration la plus éclatante dans la formation de l'unité italienne, puis de l'unité allemande. Aujourd'hui, l'Allemagne a formé avec l'Autriche et l'Italie une triple alliance dirigée contre la France, mais, en devenant l'alliée de l'Autriche, elle a fini par perdre l'amitié de la Russie, car les cabinets de Pétersbourg et de Vienne ont des intérêts opposés dans la péninsule des Balkans. Celle-ci a été réorganisée en 1878 par le traité de Berlin, qui a une fois de plus consacré la décadence de l'empire turc. Depuis cette date la France et la Russie ont été amenées à se rapprocher et à constituer, en face de la Triple Alliance, un puissant groupement pacifique.
Q19173625	Europe (Histoire de la civilisation en), par Guizot (1828). L'auteur s'est appliqué, avec un sens philosophique profond, à rechercher l'origine, le sens et la portée des événements sociaux, sans s'occuper du développement purement intellectuel.
Q107264922	Europe (Histoire de l') pendant la Révolution française, par H. de Sybel (1853). L'auteur fait un magistral tableau de l'Europe entre 1789 et 1795. Il distingue dans cette importante période, trois faits saillants et solidaires : la chute de la royauté française, l'anéantissement de la Pologne et la dissolution de l'empire allemand par la guerre de la première coalition.
Q107264944	Europe centrale (Histoire de la formation territoriale des Etats de l'), par A. Himly (1876], Savant ouvrage, expliquant l'organisation territoriale de l'Europe contemporaine tant par les conditions inhérentes à la nature du sol que par les vicissitudes de l'histoire.
Q107264959	Europe (l') et la Révolution française, par Albert Sorel (1885-1905). A. Sorel étudie la Révolution dans ses conséquences intérieures et extérieures. Il soutient que le mouvement révolutionnaire ne fut pas un cataclysme soudain, mais la « suite naturelle et nécessaire de l'histoire de l'Europe ».
Q165170	EUROPE, fille d'Agénor, roi de Phénicie. Elle fut enlevée par Jupiter métamorphosé en taureau, qui la conduisit en Crète, où elle devint mère de Minos (Myth.). V. Enlèvement d'Europe.
Q836518	EUROS [ross] ou EURUS [russ], le vent de l'est, chez les Grecs.
Q119152	EUROTAS [tass], riv. de Laconie, qui arrosait Sparte (auj. Vasili) ; 80 kilom.
Q707737	Euryanthe, opéra en trois actes, paroles de Mme de Chézy, musique de Weber, partition d'une mélancolie pénétrante et d'une indicible poésie (1823).
Q499025	EURYBIADE, général spartiate, qui commandait à Salamine, avec Thémistocle. V. Thémistocle.
Q615201	EURYCLÉE, fidèle nourrice d'Ulysse (Myth.).
Q208588	EURYDICE, femme d'Orphée. V. ce mot.
Q385473	EURYMÉDON, riv. de Pamphylie (Asie Mineure), sur les bords de laquelle Cimon vainquit les Perses. (Auj. Capsisou).
Q212087	EURYSTHÉE, roi de Mycènes, parent d'Hercule, auquel il aurait imposé les douze travaux, dans l'espoir de se défaire du héros qu'il redoutait (Myth.).
Q960237	EURYSTHÈNE et PROCLÈS, fils jumeaux d'Aristodème, tige des familles royales de Sparte, qui s'appelaient Eurysthénides et Proclides.
Q142999	EUSÈBE, évêque de Césarée, auteur d'une célèbre et précieuse Histoire ecclésiastique, le père de l'histoire ecclésiastique (267-340).
Q160514	EUSÈBE (saint), pape en 310. Fête le 26 septembre.
Q218921	EUSTACHE (saint), fut soldat dans les armées de Trajan, et souffrit le martyre sous Adrien. Fête le 20 septembre.
Q104012	EUTERPE, muse de la musique et de la poésie lyrique. On la représente avec une flûte.
Q314694	EUTROPE, historien latin du ive siècle, auteur d'un utile Abrégé d'Histoire romaine.
Q371999	EUTROPE, ministre d'Arcadius ; mis à mort en 399. Saint Jean Chrysostome a écrit en sa faveur une homélie célèbre.
Q372763	EUTYCHÈS [kèss], hérésiarque grec du ve siècle. Après avoir combattu le nestorianisme, il tomba dans la doctrine contraire, et professa que depuis l'incarnation il n'était resté en J.-C. que la nature divine sous l'apparence du corps humain. Sa doctrine, ou eutychisme, fut condamnée par le concile de Chalcédoine.
Q463301	ÉVAGORAS [râss], nom de deux rois de Salamine, en Chypre (ive siècle av. J.-C.).
Q837699	ÉVANDRE, prince du Latium. Il accueillit Enée, et le secourut contre les Rutules (Enéide).
Q2625102	Évangéline, poème de Longfellow, idylle romanesque, dans laquelle l'auteur décrit avec une inspiration sincère la nature acadienne.
Q492807	Évangile (l') ou plutôt les Evangiles, livre sacré, composé de quatre récits de saint Matthieu, saint Marc, saint Luc et saint Jean, qui ont retracé la vie et la doctrine de Jésus-Christ. Ces évangélistes, souvent représentés, à partir du ve siècle, dans les mosaïques des anciennes basiliques de Rome et de Ravenne, ont la tête nimbée et sont accompagnés de figures symboliques sur la signification desquelles les Pères de l'Eglise ne sont pas d'accord : un jeune homme est attribué à saint Matthieu, un lion à saint Marc, un taureau à saint Luc, un aigle à saint Jean.
Q131333	EVANS [van's'] (Marie-Anne). V. Eliot.
Q2020205	EVANS (Olivier), mécanicien américain, inventeur des machines à vapeur à haute pression (1755-1819).
Q47746	ÉVARISTE (saint), pape de 100 à 109, martyr sous Trajan. Fête le 26 octobre.
Q291343	ÉVAUX [vô], ch.-l. de c. (Creuse), arr. d'Aubusson, non loin du Cher ; 3.500 h. Sources thermales.
Q830183	ÈVE, la première femme, d'après la Bible.
Q182783	ÉVÊCHÉS (LES TROIS), dénomination par laquelle on désignait jadis une partie de la Lorraine, composée de trois villes de Metz, Toul et Verdun (ayant rang d'évêché) et de leur territoire. Conquis sous Henri II (1552), ils furent reconnus définitivement comme possession française au congrès de Westphalie (1648).
Q342712	EVELYN [lin'] (John), écrivain anglais, né à Wooton, auteur de Sylva (1620-1706).
Q539036	EVERDINGEN [é-vèr-din'-ghèn'] (Albert van), peintre paysagiste hollandais (1621-1675).
Q513	EVEREST (MONT). V. Gaurisankar.
Q434905	EVERETT [rèt'] (Edward), homme d'Etat américain (1794-1865).
Q317942	ÉVHÉMÈRE, philosophe grec, auteur d'une méthode d'interprétation des mythes, appelée de son nom l'évhémérisme (ive siècle av. J.-C.).
Q2513013	Évhémérisme, doctrine d'Évhémère, d'après laquelle les personnages mythologiques sont des êtres humains divinisés par l'admiration des peuples.
Q273017	ÉVIAN-LES-BAINS [lè-bin], ch.-l. de c. (Haute-Savoie), arr. de Thonon, sur la rive méridionale du lac Léman ; 3.000 h. (Evianais). Eaux minérales.
Q313234	ÉVILMÉRODACH [dak] ou AMIL-MARDOUK, roi de Chaldée de 562 à 560.
Q1087767	EVISA, ch.-l. de c. (Corse), arr. d'Ajaccio ; 900 h.
Q179948	EVORA, v. de Portugal, ch.-l. de l'Alemtejo ; 16.000 h.
Q291532	ÉVRAN, ch.-l. de c. (Côtes-du-Nord), arr. de Dinan ; sur le Linon, affl. de la Rance ; 3.700 h.
Q273421	ÉVRECY, ch.-l. de c. (Calvados), arr. de Caen ; 520 h.
Q171800	ÉVREUX [reû], ch.-l. du dép. de l'Eure ; sur l'Iton ; ch. de f. O., à 108 kilom. N.-O. de Paris ; 18.300 h. (Ebroïciens). Evêché. L'arr. a 11 cant. 224 comm., 110.000 h. Patrie de Buzot.
Q291575	ÉVRON, ch.-l. de c. (Mayenne), arr. de Laval ; 4.000 h. (Evronais).
Q62686	EWALD (Georges-Henri-Auguste), théologien et orientaliste allemand, né à Gœttingue (1803-1875).
Q2998465	Exarchat, province gouvernée par un exarque, c'est-à-dire par un lieutenant de l'empereur d'Orient. L'exarque de Ravenne était le plus puissant de tous.
Q1011687	EXCIDEUIL, ch.-l. de c. (Dordogne), arr. de Périgueux, sur la Loue, affl. de l'Isle ; 1.800 h. (Excideuillais ou Excideuillois).
Q116260	EXELMANS [ègh'-zèl-manss] (Remi-Joseph-Isidore), maréchal de France, né à Bar-le-Duc. Il battit à Rocquencourt, pendant la campagne de France, une division prussienne (1775-1852).
Q134672	EXETER [èk-sè-tèr], v. d'Angleterre, ch.-l. du comté de Devon ; 40.000 h. Ce fut la capitale des rois saxons de Wessex.
Q9338	EXILLES [ègh-zi], v. du royaume d'Italie (Piémont), non loin du pas de Suse ; 2.000 h. Combats livrés par l'armée française en 1625 et en 1747.
Q736192	EXMES [è-me], ch.-l. de c. (Orne), arr. d'Argentan, près de la Dives ; 530 h. (Exmois).
Q335338	EXMOUTH (lord Edouard), amiral anglais, né à Douvres (1757-1833).
Q9190	Exode (l'), nom donné au deuxième livre du Pentateuque, parce que le fait le plus important qui y est rapporté est la sortie (du grec exodos) d'Egypte des Hébreux.
Q3166506	EXPILLY [èks'] (l'abbé Jean-Joseph), écrivain, voyageur et géographe français, né à Saint-Remi [Provence] (1719-1793).
Q19170514	Exposition du système du monde, savant ouvrage de Laplace (1797).
Q172754	Expositions universelles et internationales. Les expositions universelles et internationales sont celles de : Londres (1851) ; Paris (1855) ; Londres (1862) ; Paris (1867) ; Londres (1871 et 1874) ; Lyon (1873) ; Vienne (1873) ; Philadelphie (1876) ; Paris (1878) ; Sydney (1879) ; Melbourne (1880) ; Amsterdam (1883) ; Anvers (1885) ; La Nouvelle-Orléans (1885-1886) ; Barcelone (1888) ; Copenhague (1888) ; Bruxelles (1888) ; Paris (1889) ; Chicago (1893) ; Bruxelles (1897) ; Paris (1900) ; Hanoï (1903) ; Saint-Louis (1904) ; Liège (1905).
Q1232795	EXUPÈRE [ègh-zu] (saint), archevêque de Toulouse ; m. vers 411. Fête le 25 septembre.
Q364350	EYCK [èk] (Hubert Van), peintre flamand (1366-1426) ; — Jean, le peintre le plus célèbre de la primitive école flamande, frère du précédent, né entre 1370 et 1380, m. en 1440 ; — Marguerite, sœur des précédents, peintre en miniature.
Q384438	EYGUIÈRES [è-ghi], ch.-l. de c. (Bouches-du-Rhône), arr. d'Arles, près du canal de Craponne ; 2.350 h.
Q127725	EYGURANDE [è], ch.-l. de c. (Corrèze), arr. d'Ussel, près d'un affl. du Chavanon ; 1.000 h. Ch. de f. Orl.
Q104354	EYLAU [è-lô], v. de Prusse, près Kœnigsberg, où Napoléon remporta une sanglante victoire sur les Russes et les Prussiens. (Févr. 1807.)
Q3335976	Eylau (Champ de bataille d'), chef-d'œuvre de Gros [Louvre] (1808). Composition habilement ordonnée.
Q22210879	EYMA [è] (Xavier), littérateur français, né à Saint-Pierre [Martinique] (1816-1876).
Q864102	EYMET [è-mè], ch.-l. de c. (Dordogne), arr. de Bergerac, sur le Drot, affluent de la Garonne ; 1.650 h. (Eymetins). Ch. de f. Orl.
Q1078961	EYMOUTIERS [è-mou-ti-é], ch.-l. de c. (Haute-Vienne), arr. de Limoges, sur la Vienne ; 4.200 h. Ch. de f. Orl.
Q3163870	EYRIÈS [è-ri-èss] (Jean-Baptiste-Benoît), géographe français, né à Marseille (1767-1846).
Q244912	ÉZÉCHIAS [ki-ass] ou HIZKIAH, roi de Judée, qui eut à lutter contre Sennachérib.
Q194064	ÉZÉCHIEL [ki-èl], l'un des quatre grands prophètes hébreux (vie siècle av. J.-C.).
Q490838	EZRAËL ou EZRAËL, l'ange de la mort, suivant les mahométans.
